url,username,Date,Tweet,hashtag,mentions,likeCount,retweetCount,replyCount
https://twitter.com/Fatideen_/status/1623471311547662336,Fatideen_,2023-02-08 23:58:17+00:00,Pray for Turkey 💔💐 ,['TurkeyEarthquake'],none,1,0,0
https://twitter.com/lilian37458552/status/1623471116734849025,lilian37458552,2023-02-08 23:57:31+00:00,Turks are reporting that America used HAARP weather modification against them. Lightning strikes don’t normally happen with earthquakes but it occurs all the time with HAARP ops          ,"['Turkey', 'TurkeyEarthquake', 'Turkish', 'HAARP', 'Haarp_Project', 'earthquakes', 'sismo', 'temblor', 'Terremoto']",none,7,1,1
https://twitter.com/JerrahiCanada/status/1623471043363983362,JerrahiCanada,2023-02-08 23:57:14+00:00,We are devastated with the earthquake casualties in  and  . You can give financially whatever you can via  as we are giving 100% to orgs working on the ground  with food &amp; aid     ,"['Turkiye', 'Syria', 'TurkeySyriaEarthquake', 'TurkeyQuake', 'Turkey', 'TurkeyEarthquake']",none,1,0,0
https://twitter.com/ReddySalina/status/1623470280151810048,ReddySalina,2023-02-08 23:54:12+00:00,TCG  which belongs to    keep transferring wounded from southeastern  of  to  southern Mersin province   ,"['Iskenderun', 'Turkish', 'Naval', 'Forces', 'province', 'Hatay', 'Türkiye', 'TurkeySyriaEarthquake', 'earthquake', 'earthquakeinturkey', 'TurkeyEarthquake']",none,1,0,0
https://twitter.com/rainbowhworks/status/1623470147863289859,rainbowhworks,2023-02-08 23:53:40+00:00,Donating 20 of these to the Turkish Consulate to be send to  Is not much but i hope it helps.  ,"['Turkey', 'TurkeyEarthquake', 'TurkeyQuake']",none,15,3,2
https://twitter.com/ReddySalina/status/1623470068570136577,ReddySalina,2023-02-08 23:53:21+00:00, and 2   after 64 hours in southeastern  province   ,"['Mother', 'children', 'rescued', 'Kahramanmaras', 'TurkeySyriaEarthquake', 'earthquake', 'earthquakeinturkey', 'TurkeyEarthquake']",none,1,0,0
https://twitter.com/ZeynepDilaOral/status/1623470054409994240,ZeynepDilaOral,2023-02-08 23:53:18+00:00,"It is almost 72 hours after the earthquake. It shows us more clearly how bad the situation is in the earthquake area. Many more search&amp;rescue teams are needed. Also, to donate (available in English):   We need your support!  ",['TurkeyEarthquake'],none,2,0,0
https://twitter.com/ReddySalina/status/1623469916908298240,ReddySalina,2023-02-08 23:52:45+00:00,(  of four rescued from under  64 hours after strong  hit  southern  province   ,"['VIDEO', 'Family', 'rubble', 'earthquakes', 'Türkiye', 'Gaziantep', 'TurkeySyriaEarthquake', 'earthquake', 'earthquakeinturkey', 'TurkeyEarthquake']",none,2,0,0
https://twitter.com/TruthPuke/status/1623469532395474944,TruthPuke,2023-02-08 23:51:13+00:00, firefighters arrive into  and  to assist with the  disaster relief            ,"['Russian', 'Turkey', 'Syria', 'earthquake', 'aleppo_earthquake', 'latakia', 'TurkeyEarthquake', 'syriaearthquake', 'Türkiye', 'Lebanon', 'Kahramanmaras', 'Gaziantep', 'Osmaniye', 'Adiyaman', 'Malatya', 'Diyarbakir']",none,6,4,0
https://twitter.com/josephquinned/status/1623469488879423488,josephquinned,2023-02-08 23:51:03+00:00,"If you're happy to be able to tweet again after that weird little moment, do me a favor and retweet this too. Takes a second.   ","['TurkeyEarthquake', 'Turkey', 'TURKEYNEEDSHELP']",none,10,14,0
