url,username,Date,Tweet,hashtag,mentions,likeCount,retweetCount,replyCount
https://twitter.com/EMSC/status/1623109230172508162,EMSC,2023-02-07 23:59:31+00:00, ( M2.8 strikes 23 km E of  ( 9 min ago. More info: ,"['Earthquake', 'deprem', 'Kahramanmaraş', 'Turkey']",none,3,1,0
https://twitter.com/AyzitGulseren/status/1623108914546868225,AyzitGulseren,2023-02-07 23:58:15+00:00,People who want to help Turkey in Azerbaijan are incessant.  ,"['deprem', 'Azerbaijan', 'Turkey']",none,1,1,0
https://twitter.com/GretiMotyvay/status/1623108828140081153,GretiMotyvay,2023-02-07 23:57:55+00:00,"🙏💙Life, Hope !  May God help all of you ! 💙🙏      ",['deprem'],none,9,3,0
https://twitter.com/PervinChakar/status/1623108225187954688,PervinChakar,2023-02-07 23:55:31+00:00,"Don’t forget Afrin, Syria too. 7 year old girl saves little brother 🤲🏻   ","['earthquakes', 'Erdhej', 'deprem']",none,268,64,2
https://twitter.com/TRparamedic/status/1623107890528632832,TRparamedic,2023-02-07 23:54:11+00:00,The most valuable silence...                ,"['PrayForTurkey', 'TurkeyEarthquake', 'earthquakeinturkey', 'turkey', 'TurkeyQuake', 'earthquaketurkey', 'HelpTurkey', 'Turcja', 'Turquie', 'Turquia', 'Turchia', 'earthquakeinsyria', 'Syria', 'Syrie', 'deprem']",none,70,12,3
https://twitter.com/LastQuake/status/1623107862707707905,LastQuake,2023-02-07 23:54:05+00:00,🔔 (  M3.7 occurred 28 km S of  ( 16 min ago (local time 02:38:29). More info at:📱🌐🖥 ,"['Earthquake', 'deprem', 'زلزال', 'Antioch', 'Turkey']",none,11,4,2
https://twitter.com/EMSC/status/1623107704037208065,EMSC,2023-02-07 23:53:27+00:00, ( M3.7 strikes 28 km S of  ( 15 min ago. More info: ,"['Earthquake', 'deprem', 'Antioch', 'Turkey']",none,3,1,0
https://twitter.com/objektifcesme/status/1623107478413053952,objektifcesme,2023-02-07 23:52:33+00:00,Hatay…     ,"['Hatay', 'DEPREMOLDU', 'deprem', 'earthquakes']",none,1,0,0
https://twitter.com/92246ceca1bc407/status/1623107198309044226,92246ceca1bc407,2023-02-07 23:51:26+00:00,PrayForTurkey                ,"['TurkeyEarthquake', 'earthquakeinturkey', 'turkey', 'TurkeyQuake', 'earthquaketurkey', 'HelpTurkey', 'Turcja', 'Turquie', 'Turquia', 'Turchia', 'earthquakeinsyria', 'Syria', 'Syrie', 'deprem']",none,28,6,1
https://twitter.com/EMSC/status/1623106977550172164,EMSC,2023-02-07 23:50:33+00:00, ( M2.8 strikes 24 km SE of  ( 6 min ago. More info: ,"['Earthquake', 'deprem', 'Kahramanmaraş', 'Turkey']",none,2,1,0
https://twitter.com/LastQuake/status/1623106878128504834,LastQuake,2023-02-07 23:50:10+00:00,🔔 ( M3.2 occurred 29 km W of  ( 14 min ago (local time 02:35:49). More info at:📱🌐🖥 ,"['Earthquake', 'deprem', 'Uzunbağ', 'Turkey']",none,4,3,1
https://twitter.com/EMSC/status/1623106862382981121,EMSC,2023-02-07 23:50:06+00:00, ( M3.2 strikes 29 km W of  ( 14 min ago. More info: ,"['Earthquake', 'deprem', 'Uzunbağ', 'Turkey']",none,2,1,0
