url,username,Date,Tweet,hashtag,mentions,likeCount,retweetCount,replyCount
https://twitter.com/lusyanavruzalp/status/1624196098989387778,lusyanavruzalp,2023-02-10 23:58:20+00:00,"🙏😭😭😭I thought my heart would burst from grief, tears are running down my face, thank you, God, for protecting him   ","['deprem', 'PrayForTurkeyAndSyria']",none,2,1,0
https://twitter.com/THEL1VE_FANBASE/status/1624194924555157504,THEL1VE_FANBASE,2023-02-10 23:53:40+00:00,Please help RT and spread 👇👇  ,"['deprem', 'earthquaketurkey', 'earthquakesyria']",none,9,2,1
https://twitter.com/lusyanavruzalp/status/1624194145928503296,lusyanavruzalp,2023-02-10 23:50:35+00:00,😭🙏🙏🙏thank god he kept a protective hand over him   ,['deprem'],none,2,1,0
https://twitter.com/LastQuake/status/1624193413783384067,LastQuake,2023-02-10 23:47:40+00:00,🔔 ( M3.6 occurred 25 km SE of  ( 16 min ago (local time 02:31:41). More info at:📱🌐🖥 ,"['Earthquake', 'deprem', 'Göksun', 'Turkey']",none,15,3,2
https://twitter.com/EMSC/status/1624193211622121479,EMSC,2023-02-10 23:46:52+00:00, ( M3.6 strikes 36 km NW of  ( 15 min ago. More info: ,"['Earthquake', 'deprem', 'Kahramanmaraş', 'Turkey']",none,2,0,0
https://twitter.com/tomar53ao/status/1624193101110599686,tomar53ao,2023-02-10 23:46:26+00:00,If you are in Montréal  follow the link...      ,"['HelpTurkey', 'HelpSyria', 'deprem', 'HalilİbrahimCeyhan', 'SılaTürkoğlu']",none,11,6,1
https://twitter.com/ubeydullahdinc/status/1624192878443388928,ubeydullahdinc,2023-02-10 23:45:32+00:00, What about you?  ,"['deprem', 'TurkeyEarthquake']","['', 'elonmusk']",1,0,0
https://twitter.com/lusyanavruzalp/status/1624192829445623810,lusyanavruzalp,2023-02-10 23:45:21+00:00, Amin🙏🙏😭😭    ,"['PrayForTurkeyAndSyria', 'deprem', 'HelpSyria', 'HelpTurkey']","['', 'Rogaia_Mohammed']",1,0,1
https://twitter.com/ninatypewriter/status/1624190724223774721,ninatypewriter,2023-02-10 23:36:59+00:00,EARTHQUAKE⚡️ Follow my lists:Use web if mobile lists don't workTURKEY SYRIA KURDISTAN MIDDLE EAST HUMANITARIAN  ,"['ChefsForTurkiye', 'depremoldu', 'deprem']","['', 'WCKitchen']",2,1,0
https://twitter.com/EMSC/status/1624190111624663042,EMSC,2023-02-10 23:34:33+00:00, ( M2.6 strikes 9 km W of  ( 25 min ago. More info: ,"['Earthquake', 'deprem', 'Göksun', 'Turkey']",none,1,0,0
https://twitter.com/ninatypewriter/status/1624189783252602880,ninatypewriter,2023-02-10 23:33:14+00:00,EARTHQUAKE⚡️ Follow my listsUse web if mobile lists don't workTURKEY SYRIA KURDISTAN MIDDLE EAST HUMANITARIAN  ,"['ChefsForTurkiye', 'deprem', 'depremoldu']","['', 'WCKitchen']",1,0,0
https://twitter.com/lusyanavruzalp/status/1624189704185815040,lusyanavruzalp,2023-02-10 23:32:56+00:00,"😭😭😭🙏🙏it breaks our hearts, God, protect them, I pray that you heal them, give them a lot of strength        ","['HelpTurkey', 'HelpSyria', 'PrayForTurkeyAndSyria', 'deprem']",none,9,3,2
https://twitter.com/EMSC/status/1624189255550439424,EMSC,2023-02-10 23:31:09+00:00, ( M3.2 strikes 31 km E of  ( 14 min ago. More info: ,"['Earthquake', 'deprem', 'Kahramanmaraş', 'Turkey']",none,2,0,0
https://twitter.com/kuzey3d/status/1624189059177541632,kuzey3d,2023-02-10 23:30:22+00:00,"There was a video of a young Turkish woman live streaming abuse, hitting &amp; throwing a 3-4 year old girl to the ground, who was recused from the earthquake, for fucking likes😬I hope she &amp; the person who filmed it are caught &amp; jailed for a long time 🙃😬👀👀🤮  ","['deprem', 'wtf']",none,1,0,1
https://twitter.com/EMSC/status/1624187852929044481,EMSC,2023-02-10 23:25:34+00:00, ( M2.6 strikes 20 km S of  ( 21 min ago. More info: ,"['Earthquake', 'deprem', 'Malatya', 'Turkey']",none,1,0,0
https://twitter.com/lusyanavruzalp/status/1624187444806426624,lusyanavruzalp,2023-02-10 23:23:57+00:00,"I love their noble hearts that help, may God bless them, they are very precious 🙏😭❤🙏       ","['AlpNavruz', 'AyçaAyşinTuran', 'deprem', 'HelpTurkey', 'PrayForTurkeyAndSyria']",none,39,5,1
https://twitter.com/coolunuz/status/1624187165621059585,coolunuz,2023-02-10 23:22:50+00:00,The person in charge of AFAD’s natural disaster emergency response is a theology graduate with no previous experience in disaster management.  ,"['earthquaketurkey', 'deprem']",none,1,0,0
https://twitter.com/KabulBird/status/1624185779298701312,KabulBird,2023-02-10 23:17:20+00:00,The claim that the dam exploded during work of the rescue teams in the  district of  panicked the citizens.              ,"['Antakya', 'Hatay', 'Turquia', 'deprem', 'Turkey', 'enkazaltındayım', 'hataydeprem', 'ohal', 'seferberlik', 'Elbistan', 'hatayyardimbekliyor', 'AFAD', 'earthquake', 'Turkiye', 'زلزال_ترکیا', 'زلزال_سوريا']",none,17,4,1
https://twitter.com/sonnurbabayigit/status/1624185443846615043,sonnurbabayigit,2023-02-10 23:16:00+00:00,Thank you very much  👏🏾👏🏾👏🏾🙏🏾🙏🏾🌟   😔💔,"['Poland', 'deprem', 'Earthquake', 'HelpTürkiye']",none,1,0,0
https://twitter.com/sonnurbabayigit/status/1624184901892202496,sonnurbabayigit,2023-02-10 23:13:51+00:00,Wonderful news! Thank you for your support and dedication to rescue the victims of the earthquake. 🙏🏾🙏🏾🙏🏾🙏🏾👏🏾🌟   😔💔,"['deprem', 'Earthquake', 'HelpTürkiye']",none,1,0,0
https://twitter.com/mutu78llah/status/1624184270439972864,mutu78llah,2023-02-10 23:11:20+00:00,"There wasn't AKP hegemony when the 1999 Izmit-Duzce earthquakes claimed 17,000+ lives. They supercharged the existing system of profit-driven development, corruption and crony capitalism. It is this system we must smash to end the cycle of tragedy. ",['deprem'],none,7,0,1
https://twitter.com/sumdanss/status/1624184035705585668,sumdanss,2023-02-10 23:10:24+00:00,"Everyone feels stuck abroad, the only thing we can do is donate, prepare and send aid parcels, no Turkish, Syrians, friends no one is good right now.Please treat us all with kindness and empathy We are not mentally fit to do anything..  ","['earthquakes', 'deprem']",none,1,0,0
https://twitter.com/Crypto__Gabriel/status/1624183714438606848,Crypto__Gabriel,2023-02-10 23:09:08+00:00,You can make this favor for your Turkish fans  🙏🏻 ,"['Deprem', 'earthquakeinturkey']","['', 'KMbappe']",5,1,0
https://twitter.com/Alpinanavruz90/status/1624183148203372545,Alpinanavruz90,2023-02-10 23:06:53+00:00,"The heart of the whole world, its prayers are with us.. 🙏 As  lovers, we are here to heal the wounds of the earthquake disaster that shook our country deeply and to support our lives in the region more or less.  A campaign was created to support  ","['AlpNavruz', 'earthquake', 'deprem']",none,3,1,0
https://twitter.com/traumaplast/status/1624182122469593092,traumaplast,2023-02-10 23:02:48+00:00,This is the entrance of the Municipality of  People are bringing aid for  and     ,"['Athens', 'Turkey', 'Syria', 'deprem', 'Yunanistan', 'Türkiye']",none,1921,162,48
https://twitter.com/bncc70/status/1624181020072243203,bncc70,2023-02-10 22:58:25+00:00,"Quote:""I give my condolences to the families here who experienced losses of life, may Allah give you patience. To the rest left behind there, may Allah help you.""By Halil Ibrahim Ceyhan  Image Credits:  ","['deprem', 'HelpTurkey']",none,13,2,1
https://twitter.com/traumaplast/status/1624180283732815874,traumaplast,2023-02-10 22:55:30+00:00,"Outside a school in  Banner says: "" to the peoples of  and  We 're collecting aid for the families affected""     ","['Selanik', 'Solidarity', 'Turkey', 'Syria', 'Türkiye', 'deprem', 'Yunanistan', 'dayanışma', 'yunan']",none,9,3,1
https://twitter.com/EMSC/status/1624180101867835393,EMSC,2023-02-10 22:54:46+00:00, ( M3.1 strikes 24 km NW of  ( 14 min ago. More info: ,"['Earthquake', 'deprem', 'Besni', 'Turkey']",none,5,1,0
https://twitter.com/EMSC/status/1624179573372907520,EMSC,2023-02-10 22:52:40+00:00, ( M2.7 strikes 14 km SW of  ( 21 min ago. More info: ,"['Earthquake', 'deprem', 'Elbistan', 'Turkey']",none,3,0,1
https://twitter.com/bncc70/status/1624179537566134277,bncc70,2023-02-10 22:52:32+00:00,Birhan Tut made a call asking for help from the international public through his Ig accountOur thoughts and prayers are with. We will continue with our support through our donations as well. Be strong and keep the faith. 🇹🇷.,"['deprem', 'HelpTurkey']","['', 'birhantut']",3,0,0
https://twitter.com/CummingUpJess/status/1624178462113030144,CummingUpJess,2023-02-10 22:48:15+00:00,"  Oh my goodness just hearing this story brings tears to my eyes, the determination of the rescue team both man and 🐾🐾🐕 is beyond words   🙏🏼❤️‍🩹😢",['deprem'],"['', 'MrtaNagy3,', 'ConflictTR']",4,2,0
https://twitter.com/EMSC/status/1624177635663261698,EMSC,2023-02-10 22:44:58+00:00, ( M2.5 strikes 14 km SE of  ( 11 min ago. More info: ,"['Earthquake', 'deprem', 'Kahramanmaraş', 'Turkey']",none,1,1,0
https://twitter.com/iyiki_demet/status/1624177383929532419,iyiki_demet,2023-02-10 22:43:58+00:00," call for help My cousin Zeynep Yeşilli, together with her 5 &amp; 3 year old girls, was under the rubble📍  EbrarWe look at missing lists &amp; hospital lists, we cannot reach them in any wayWho sees them contact me via denizaytacyoga IG account ","['DemetÖzdemir', 'deprem', 'Kahramanmaraş']",none,17,5,2
https://twitter.com/EMSC/status/1624176853492678656,EMSC,2023-02-10 22:41:52+00:00, ( M2.5 strikes 15 km E of  ( 18 min ago. More info: ,"['Earthquake', 'deprem', 'Elbistan', 'Turkey']",none,3,0,0
https://twitter.com/sedyst/status/1624176419403096064,sedyst,2023-02-10 22:40:08+00:00,"Onumuzdeki zaman icin okumali ""In every phase and aspect of a disaster—causes, vulnerability, preparedness, results and response, and reconstruction— the difference between who lives and who dies is to a greater or lesser extent a social calculus."" ",['deprem'],none,6,0,0
https://twitter.com/KabulBird/status/1624176243812843522,KabulBird,2023-02-10 22:39:26+00:00,A child rescued!                 ,"['Turquia', 'hatay', 'loveisland', 'deprem', 'Turkey', 'enkazaltındayım', 'hataydeprem', 'ohal', 'seferberlik', 'Elbistan', 'hatayyardimbekliyor', 'AFAD', 'PrayForTurkey', 'earthquake', 'Turkiye', 'زلزال_ترکیا', 'زلزال_سوريا']",none,38,7,1
https://twitter.com/HulyaAvci/status/1624175559625302016,HulyaAvci,2023-02-10 22:36:43+00:00,"Texas A&amp;M offers support for those affected by   go to this page below to find more info about ""Türkiye &amp; Syria Earthquake Relief"" including monetary and in-kind donations. Thank you!!     ","['Türkiye', 'Syria', 'earthquake', 'Aggies', 'deprem']","['', 'TAMU,', 'TAMUISS']",9,2,0
https://twitter.com/Iscto12/status/1624175217005281280,Iscto12,2023-02-10 22:35:22+00:00,yaaaa so beautifull 🥹❤️❤️As if they are returning their favor ....It reminded me of the movie Aylaa of ismail hacioglu ..  ,"['deprem', 'TurkeySyriaEarthquake', 'PrayForTurkeyAndSyria']",none,3,0,0
https://twitter.com/KabulBird/status/1624175210961174542,KabulBird,2023-02-10 22:35:20+00:00,An earthquake survivor who was under rubble in Turkey was rescued thanks to the light that came on moments before rescuers were to move from the area.          ,"['deprem', 'Turkey', 'enkazaltındayım', 'hataydeprem', 'Elbistan', 'hatayyardimbekliyor', 'AFAD', 'earthquake', 'Turkiye', 'TurkeySyriaEarthquake']",none,35,6,5
https://twitter.com/LoveWorld_Peopl/status/1624174978030526469,LoveWorld_Peopl,2023-02-10 22:34:25+00:00,"     🔴TURKIYE, EARTHQUAKE NEWS UKRAINE RESCUE TEAM FOR SAVING LIVES❤️UKRAINE TEAM 🇺🇦 arrived to Turkiye for rescue aftermath of deadly earthquakes.        ","['BREAKING', 'UKRAINE', 'TURKIYE', 'TURQUIA', 'TURQUIE', 'TURKEY', 'VIDEO', 'BreakingNews', 'Earthquake', 'Sismo', 'Deprem', 'Rescue', 'Rescate', 'Ucrania']",none,4,1,0
https://twitter.com/AeternusPolaris/status/1624174947424935942,AeternusPolaris,2023-02-10 22:34:17+00:00,"Let's keep helping, donating, sharing, even sending messages of encouragement  ","['SılaTürkoğlu', 'deprem', 'TurkiyeSyriaEarthquake']",none,4,4,0
https://twitter.com/SimonaIonescu9/status/1624174690502692865,SimonaIonescu9,2023-02-10 22:33:16+00:00,Demet IG  A large crane is needed👇 ,"['DemetÖzdemir', 'deprem']",none,2,2,0
https://twitter.com/thanyctophile/status/1624174577738780674,thanyctophile,2023-02-10 22:32:49+00:00,PLEASE IT'S REQUEST TO EVERYONE! 🙏🏼    ,"['deprem', 'TurkeySyriaEarthquake', 'Syria', 'Turkiye']",none,3,2,0
https://twitter.com/EMSC/status/1624174541302898690,EMSC,2023-02-10 22:32:41+00:00, ( M2.5 strikes 26 km N of  ( 15 min ago. More info: ,"['Earthquake', 'deprem', 'Ergani', 'Turkey']",none,2,0,0
https://twitter.com/SimonaIonescu9/status/1624174314655285248,SimonaIonescu9,2023-02-10 22:31:46+00:00,"Demet IG  ""SakaryaYou can contact us for accommodation, supplies, material goods for the victims of the earthquake.""👇 ","['DemetÖzdemir', 'deprem']",none,5,4,0
https://twitter.com/marilagtaehyung/status/1624174130022043651,marilagtaehyung,2023-02-10 22:31:02+00:00,"This account is collecting donations for animals who suffer from earthquake in Turkey and Syria. You can find the donation links from their ig stories and links below. No matter the amount, even the smallest help makes a big impact.     ","['PrayersForTurkey', 'HelpTurkey', 'deprem', 'haytap']",none,3,1,1
https://twitter.com/SimonaIonescu9/status/1624173490587815941,SimonaIonescu9,2023-02-10 22:28:30+00:00,"Demet ig""My cousin Zeynep Yeşilli with her 5- and 3-year-old girls were left under the rubble in the Kahramanmaras Ebrar site. We can't reach them in any way. Contact at no.""👇  ","['DemetÖzdemir', 'deprem']",none,2,1,0
https://twitter.com/iyiki_demet/status/1624172538426171394,iyiki_demet,2023-02-10 22:24:43+00:00," call for help Help team went to  Rönesans however, when I called for known the situation, the person who has a relative under the rubble said that they've been warming up by fire for 5 days &amp; no tent aid has been sent to their place 📞05055843493 ","['DemetÖzdemir', 'deprem', 'Hatay']",none,13,10,0
https://twitter.com/v_cen11/status/1624172202676391936,v_cen11,2023-02-10 22:23:23+00:00,"The largest cargo plane in the world loaded with search and rescue equipment, and another plane loaded with Saudi relief arrives in Turkey🇸🇦🇹🇷🤍  ",['deprem'],none,1,0,0
https://twitter.com/EMSC/status/1624172193612500994,EMSC,2023-02-10 22:23:21+00:00, ( M3.7 strikes 21 km SW of  ( 10 min ago. More info: ,"['Earthquake', 'deprem', 'Elbistan', 'Turkey']",none,5,0,0
https://twitter.com/MayaMary_dizi/status/1624171573711183872,MayaMary_dizi,2023-02-10 22:20:53+00:00,The largest Cargo Plane filed with supplies and rescue teams to help our brothers and sisters in Turkey. May Allah reward them for their effort. 🤍  ,"['deprem', 'turkey']",none,30,5,0
https://twitter.com/LoveWorld_Peopl/status/1624171467075190787,LoveWorld_Peopl,2023-02-10 22:20:28+00:00,"     🔴TURKIYE, EARTHQUAKE NEWS WHILE RESCUING LIFES.. UZBEKISTAN RESCUE TEAM❤️             ","['BREAKING', 'UZBEKISTAN', 'TURKIYE', 'TURQUIA', 'TURQUIE', 'TURKEY', 'VIDEO', 'BreakingNews', 'UltimaHora', 'Earthquake', 'Sismo', 'Terremoto', 'Temblor', 'Gempa', 'Deprem', 'Rescue', 'Rescate', 'Ozbekiston', 'Ozbekistan']",none,20,4,0
https://twitter.com/thetuncer_/status/1624171168570781696,thetuncer_,2023-02-10 22:19:16+00:00,Amin 🤲  ,['deprem'],none,5,0,0
